,Icon,Precipitation,Temperature,Summary
2018-08-03,clear-day,0,78.41,Clear
2018-08-04,partly-cloudy-day,0,94.47,Partly Cloudy
2018-08-05,partly-cloudy-day,0,89.78,Partly Cloudy
2018-08-10,partly-cloudy-day,0,79.5,Partly Cloudy
2018-08-11,partly-cloudy-day,0,85.16,Partly Cloudy
2018-08-14,partly-cloudy-day,0,85.6,Partly Cloudy
2018-08-15,partly-cloudy-day,0,82.63,Mostly Cloudy
2018-08-24,rain,0.0041,66.13,Possible Drizzle
2018-08-25,cloudy,0,78.28,Overcast
2018-08-26,partly-cloudy-day,0,89.37,Humid and Mostly Cloudy
2018-08-29,cloudy,0.0004,68.3,Overcast
2018-09-15,clear-day,0,77.58,Clear
2018-09-16,partly-cloudy-day,0,84.7,Mostly Cloudy
2018-09-28,cloudy,0,60.49,Overcast
2018-09-29,partly-cloudy-day,0,57.72,Mostly Cloudy
2018-09-30,cloudy,0.0031,61.57,Overcast
2018-10-01,cloudy,0,64.16,Overcast
